0, 0.5, 0.526185, -0.0261849, 
0.001, 0.5005, 0.526513, -0.0260134, 
0.002, 0.501, 0.526842, -0.0258423, 
0.003, 0.5015, 0.527172, -0.0256717, 
0.004, 0.502, 0.527502, -0.0255015, 
0.005, 0.5025, 0.527832, -0.0253318, 
0.006, 0.503, 0.528163, -0.0251626, 
0.007, 0.5035, 0.528494, -0.0249938, 
0.008, 0.504, 0.528825, -0.0248255, 
0.009, 0.5045, 0.529158, -0.0246577, 
0.01, 0.505, 0.52949, -0.0244904, 
0.011, 0.5055, 0.529823, -0.0243235, 
0.012, 0.506, 0.530157, -0.024157, 
0.013, 0.5065, 0.530491, -0.0239911, 
0.014, 0.507, 0.530825, -0.0238256, 
0.015, 0.5075, 0.53116, -0.0236606, 
0.016, 0.508, 0.531496, -0.0234961, 
0.017, 0.5085, 0.531832, -0.023332, 
0.018, 0.509, 0.532168, -0.0231684, 
0.019, 0.509499, 0.532505, -0.0230053, 
0.02, 0.509999, 0.532842, -0.0228426, 
0.021, 0.510499, 0.53318, -0.0226804, 
0.022, 0.510999, 0.533518, -0.0225187, 
0.023, 0.511499, 0.533856, -0.0223575, 
0.024, 0.511999, 0.534196, -0.0221967, 
0.025, 0.512499, 0.534535, -0.0220364, 
0.026, 0.512999, 0.534875, -0.0218766, 
0.027, 0.513498, 0.535216, -0.0217173, 
0.028, 0.513998, 0.535557, -0.0215584, 
0.029, 0.514498, 0.535898, -0.0214, 
0.03, 0.514998, 0.53624, -0.0212421, 
0.031, 0.515498, 0.536582, -0.0210847, 
0.032, 0.515997, 0.536925, -0.0209277, 
0.033, 0.516497, 0.537268, -0.0207712, 
0.034, 0.516997, 0.537612, -0.0206152, 
0.035, 0.517496, 0.537956, -0.0204597, 
0.036, 0.517996, 0.538301, -0.0203046, 
0.037, 0.518496, 0.538646, -0.02015, 
0.038, 0.518995, 0.538991, -0.0199959, 
0.039, 0.519495, 0.539337, -0.0198423, 
0.04, 0.519995, 0.539684, -0.0196891, 
0.041, 0.520494, 0.540031, -0.0195365, 
0.042, 0.520994, 0.540378, -0.0193843, 
0.043, 0.521493, 0.540726, -0.0192326, 
0.044, 0.521993, 0.541074, -0.0190813, 
0.045, 0.522492, 0.541423, -0.0189306, 
0.046, 0.522992, 0.541772, -0.0187803, 
0.047, 0.523491, 0.542122, -0.0186305, 
0.048, 0.523991, 0.542472, -0.0184812, 
0.049, 0.52449, 0.542823, -0.0183324, 
0.05, 0.52499, 0.543174, -0.018184, 
0.051, 0.525489, 0.543525, -0.0180361, 
0.052, 0.525988, 0.543877, -0.0178887, 
0.053, 0.526488, 0.544229, -0.0177418, 
0.054, 0.526987, 0.544582, -0.0175954, 
0.055, 0.527486, 0.544936, -0.0174494, 
0.056, 0.527985, 0.545289, -0.017304, 
0.057, 0.528485, 0.545644, -0.017159, 
0.058, 0.528984, 0.545998, -0.0170145, 
0.059, 0.529483, 0.546353, -0.0168705, 
0.06, 0.529982, 0.546709, -0.0167269, 
0.061, 0.530481, 0.547065, -0.0165839, 
0.062, 0.53098, 0.547421, -0.0164413, 
0.063, 0.531479, 0.547778, -0.0162992, 
0.064, 0.531978, 0.548136, -0.0161576, 
0.065, 0.532477, 0.548494, -0.0160164, 
0.066, 0.532976, 0.548852, -0.0158758, 
0.067, 0.533475, 0.549211, -0.0157356, 
0.068, 0.533974, 0.54957, -0.015596, 
0.069, 0.534473, 0.549929, -0.0154568, 
0.07, 0.534971, 0.550289, -0.015318, 
0.071, 0.53547, 0.55065, -0.0151798, 
0.072, 0.535969, 0.551011, -0.0150421, 
0.073, 0.536468, 0.551372, -0.0149048, 
0.074, 0.536966, 0.551734, -0.014768, 
0.075, 0.537465, 0.552097, -0.0146317, 
0.076, 0.537963, 0.552459, -0.0144959, 
0.077, 0.538462, 0.552823, -0.0143606, 
0.078, 0.53896, 0.553186, -0.0142257, 
0.079, 0.539459, 0.55355, -0.0140914, 
0.08, 0.539957, 0.553915, -0.0139575, 
0.081, 0.540456, 0.55428, -0.0138241, 
0.082, 0.540954, 0.554645, -0.0136912, 
0.083, 0.541452, 0.555011, -0.0135587, 
0.084, 0.541951, 0.555377, -0.0134268, 
0.085, 0.542449, 0.555744, -0.0132953, 
0.086, 0.542947, 0.556111, -0.0131643, 
0.087, 0.543445, 0.556479, -0.0130338, 
0.088, 0.543943, 0.556847, -0.0129038, 
0.089, 0.544441, 0.557216, -0.0127743, 
0.09, 0.544939, 0.557585, -0.0126452, 
0.091, 0.545437, 0.557954, -0.0125167, 
0.092, 0.545935, 0.558324, -0.0123886, 
0.093, 0.546433, 0.558694, -0.012261, 
0.094, 0.546931, 0.559065, -0.0121339, 
0.095, 0.547429, 0.559436, -0.0120073, 
0.096, 0.547926, 0.559807, -0.0118811, 
0.097, 0.548424, 0.560179, -0.0117554, 
0.098, 0.548922, 0.560552, -0.0116303, 
0.099, 0.549419, 0.560925, -0.0115056, 
0.1, 0.549917, 0.561298, -0.0113813, 
0.101, 0.550414, 0.561672, -0.0112576, 
0.102, 0.550912, 0.562046, -0.0111344, 
0.103, 0.551409, 0.562421, -0.0110116, 
0.104, 0.551906, 0.562796, -0.0108893, 
0.105, 0.552404, 0.563171, -0.0107675, 
0.106, 0.552901, 0.563547, -0.0106462, 
0.107, 0.553398, 0.563923, -0.0105253, 
0.108, 0.553895, 0.5643, -0.010405, 
0.109, 0.554392, 0.564677, -0.0102851, 
0.11, 0.554889, 0.565055, -0.0101657, 
0.111, 0.555386, 0.565433, -0.0100468, 
0.112, 0.555883, 0.565811, -0.00992831, 
0.113, 0.55638, 0.56619, -0.00981036, 
0.114, 0.556877, 0.566569, -0.00969288, 
0.115, 0.557373, 0.566949, -0.00957588, 
0.116, 0.55787, 0.567329, -0.00945936, 
0.117, 0.558367, 0.56771, -0.00934332, 
0.118, 0.558863, 0.568091, -0.00922776, 
0.119, 0.55936, 0.568472, -0.00911268, 
0.12, 0.559856, 0.568854, -0.00899808, 
0.121, 0.560352, 0.569236, -0.00888396, 
0.122, 0.560849, 0.569619, -0.00877032, 
0.123, 0.561345, 0.570002, -0.00865715, 
0.124, 0.561841, 0.570386, -0.00854446, 
0.125, 0.562337, 0.57077, -0.00843225, 
0.126, 0.562833, 0.571154, -0.00832052, 
0.127, 0.563329, 0.571539, -0.00820926, 
0.128, 0.563825, 0.571924, -0.00809848, 
0.129, 0.564321, 0.572309, -0.00798818, 
0.13, 0.564817, 0.572695, -0.00787835, 
0.131, 0.565313, 0.573082, -0.007769, 
0.132, 0.565809, 0.573469, -0.00766012, 
0.133, 0.566304, 0.573856, -0.00755172, 
0.134, 0.5668, 0.574243, -0.00744379, 
0.135, 0.567295, 0.574632, -0.00733634, 
0.136, 0.567791, 0.57502, -0.00722936, 
0.137, 0.568286, 0.575409, -0.00712286, 
0.138, 0.568781, 0.575798, -0.00701683, 
0.139, 0.569276, 0.576188, -0.00691127, 
0.14, 0.569772, 0.576578, -0.00680618, 
0.141, 0.570267, 0.576968, -0.00670157, 
0.142, 0.570762, 0.577359, -0.00659743, 
0.143, 0.571257, 0.57775, -0.00649376, 
0.144, 0.571751, 0.578142, -0.00639056, 
0.145, 0.572246, 0.578534, -0.00628783, 
0.146, 0.572741, 0.578927, -0.00618557, 
0.147, 0.573236, 0.579319, -0.00608378, 
0.148, 0.57373, 0.579713, -0.00598246, 
0.149, 0.574225, 0.580106, -0.00588161, 
0.15, 0.574719, 0.5805, -0.00578123, 
0.151, 0.575213, 0.580895, -0.00568131, 
0.152, 0.575708, 0.58129, -0.00558186, 
0.153, 0.576202, 0.581685, -0.00548288, 
0.154, 0.576696, 0.58208, -0.00538437, 
0.155, 0.57719, 0.582476, -0.00528632, 
0.156, 0.577684, 0.582873, -0.00518874, 
0.157, 0.578178, 0.58327, -0.00509162, 
0.158, 0.578672, 0.583667, -0.00499496, 
0.159, 0.579165, 0.584064, -0.00489877, 
